cliente_id,x,y,peso_kg,nombre,telefono,direccion
deposito,-77.0428,-12.0464,0,Deposito Central,,Cercado de Lima
LimaNorte-01,-77.047881,-11.962681,7,Cliente LimaNorte-01,962752083,"Independencia, Lima"
LimaNorte-02,-76.992896,-11.817689,5,Cliente LimaNorte-02,981524817,"Carabayllo, Lima"
LimaNorte-03,-77.066816,-11.936592,3,Cliente LimaNorte-03,998424784,"Comas, Lima"
LimaNorte-04,-77.034123,-11.87806,8,Cliente LimaNorte-04,956574149,"Carabayllo, Lima"
LimaNorte-05,-77.070315,-11.921319,8,Cliente LimaNorte-05,964098739,"Los Olivos, Lima"
LimaNorte-06,-77.081181,-11.946755,14,Cliente LimaNorte-06,931531450,"San Martin De Porres, Lima"
LimaNorte-07,-77.044913,-11.905694,23,Cliente LimaNorte-07,941839808,"Carabayllo, Lima"
LimaNorte-08,-77.06048,-11.944674,14,Cliente LimaNorte-08,926994005,"San Martin De Porres, Lima"
LimaNorte-09,-77.086059,-11.808337,21,Cliente LimaNorte-09,943163971,"Puente Piedra, Lima"
LimaNorte-10,-77.075194,-11.89206,11,Cliente LimaNorte-10,997443753,"Carabayllo, Lima"
LimaNorte-11,-77.107305,-11.952923,24,Cliente LimaNorte-11,968710810,"San Martin De Porres, Lima"
LimaNorte-12,-77.068254,-11.818088,10,Cliente LimaNorte-12,929755327,"Puente Piedra, Lima"
LimaNorte-13,-77.059285,-11.910071,24,Cliente LimaNorte-13,926240772,"Comas, Lima"
LimaNorte-14,-77.02985,-11.854233,21,Cliente LimaNorte-14,939052907,"Carabayllo, Lima"
LimaNorte-15,-76.989676,-11.827538,24,Cliente LimaNorte-15,925304837,"Carabayllo, Lima"
LimaNorte-16,-77.112141,-11.985196,25,Cliente LimaNorte-16,989949137,"San Martin De Porres, Lima"
LimaNorte-17,-77.063326,-11.976339,5,Cliente LimaNorte-17,963768893,"Independencia, Lima"
LimaNorte-18,-77.035837,-11.865443,5,Cliente LimaNorte-18,915241362,"Carabayllo, Lima"
LimaNorte-19,-77.057688,-12.012108,10,Cliente LimaNorte-19,918965801,"Independencia, Lima"
LimaNorte-20,-76.993899,-11.828041,8,Cliente LimaNorte-20,991397880,"Carabayllo, Lima"
LimaNorte-21,-77.064065,-11.888177,8,Cliente LimaNorte-21,965394441,"Puente Piedra, Lima"
LimaNorte-22,-77.051212,-11.913924,8,Cliente LimaNorte-22,940554699,"Comas, Lima"
LimaNorte-23,-77.039926,-11.953057,10,Cliente LimaNorte-23,950864774,"Comas, Lima"
LimaNorte-24,-76.992874,-11.888745,19,Cliente LimaNorte-24,949529534,"Comas, Lima"
LimaNorte-25,-77.050518,-11.980291,9,Cliente LimaNorte-25,949994189,"Independencia, Lima"
LimaEste-01,-76.964063,-11.932596,13,Cliente LimaEste-01,984338353,"Lurigancho, Lima"
LimaEste-02,-76.937818,-12.035019,12,Cliente LimaEste-02,978095033,"San Juan De Lurigancho, Lima"
LimaEste-03,-76.999169,-12.046865,16,Cliente LimaEste-03,936224381,"El Agustino, Lima"
LimaEste-04,-76.952037,-11.874239,4,Cliente LimaEste-04,993942431,"San Juan De Lurigancho, Lima"
LimaEste-05,-76.964632,-12.057073,20,Cliente LimaEste-05,988435288,"El Agustino, Lima"
LimaEste-06,-76.952166,-12.097165,16,Cliente LimaEste-06,967713880,"La Molina, Lima"
LimaEste-07,-76.812096,-11.976162,23,Cliente LimaEste-07,973351237,"Lurigancho, Lima"
LimaEste-08,-76.801624,-11.976885,13,Cliente LimaEste-08,940720058,"Chaclacayo, Lima"
LimaEste-09,-76.801351,-12.063617,5,Cliente LimaEste-09,983552386,"Ate, Lima"
LimaEste-10,-76.971152,-12.02689,3,Cliente LimaEste-10,974166721,"Ate, Lima"
LimaEste-11,-76.96295,-12.052208,3,Cliente LimaEste-11,977950800,"Santa Anita, Lima"
LimaEste-12,-76.875149,-12.076426,16,Cliente LimaEste-12,911468970,"La Molina, Lima"
LimaEste-13,-76.950658,-12.003589,5,Cliente LimaEste-13,994193442,"Ate, Lima"
LimaEste-14,-76.98382,-12.049024,24,Cliente LimaEste-14,968736372,"Santa Anita, Lima"
LimaEste-15,-76.939599,-12.072534,21,Cliente LimaEste-15,930594778,"La Molina, Lima"
LimaEste-16,-76.933418,-12.023009,12,Cliente LimaEste-16,991046204,"San Juan De Lurigancho, Lima"
LimaEste-17,-76.90765,-12.00147,18,Cliente LimaEste-17,931780342,"San Juan De Lurigancho, Lima"
LimaEste-18,-76.956302,-12.028283,3,Cliente LimaEste-18,982794527,"El Agustino, Lima"
LimaEste-19,-76.939371,-12.06249,17,Cliente LimaEste-19,918152418,"El Agustino, Lima"
LimaEste-20,-76.938269,-12.056453,15,Cliente LimaEste-20,934209354,"El Agustino, Lima"
LimaEste-21,-76.994917,-11.998357,11,Cliente LimaEste-21,963729832,"San Juan De Lurigancho, Lima"
LimaEste-22,-76.992798,-12.061742,10,Cliente LimaEste-22,942325131,"El Agustino, Lima"
LimaEste-23,-76.772279,-12.020773,15,Cliente LimaEste-23,922461587,"Chaclacayo, Lima"
LimaEste-24,-76.856191,-11.998279,21,Cliente LimaEste-24,973402030,"Lurigancho, Lima"
LimaEste-25,-76.978007,-12.037919,9,Cliente LimaEste-25,964192952,"Santa Anita, Lima"
LimaSur-01,-76.945554,-12.228391,10,Cliente LimaSur-01,976962906,"Villa El Salvador, Lima"
LimaSur-02,-76.923579,-12.227237,22,Cliente LimaSur-02,944659512,"Villa El Salvador, Lima"
LimaSur-03,-77.000198,-12.175123,11,Cliente LimaSur-03,981647095,"Chorrillos, Lima"
LimaSur-04,-77.006116,-12.200476,15,Cliente LimaSur-04,943137417,"Chorrillos, Lima"
LimaSur-05,-76.988692,-12.190144,7,Cliente LimaSur-05,920337845,"Chorrillos, Lima"
LimaSur-06,-76.952739,-12.162593,10,Cliente LimaSur-06,974763484,"Villa Maria Del Triunfo, Lima"
LimaSur-07,-76.927752,-12.227288,10,Cliente LimaSur-07,973909652,"Villa Maria Del Triunfo, Lima"
LimaSur-08,-76.956087,-12.126562,24,Cliente LimaSur-08,919754779,"San Juan De Miraflores, Lima"
LimaSur-09,-76.947919,-12.141447,13,Cliente LimaSur-09,951460142,"San Juan De Miraflores, Lima"
LimaSur-10,-76.927989,-12.227947,10,Cliente LimaSur-10,920938813,"Villa Maria Del Triunfo, Lima"
LimaSur-11,-76.921505,-12.232737,15,Cliente LimaSur-11,974309128,"Villa El Salvador, Lima"
LimaSur-12,-76.953511,-12.15373,23,Cliente LimaSur-12,915738788,"San Juan De Miraflores, Lima"
LimaSur-13,-77.006148,-12.180577,22,Cliente LimaSur-13,938014364,"Chorrillos, Lima"
LimaSur-14,-76.953982,-12.202672,14,Cliente LimaSur-14,977956298,"Villa El Salvador, Lima"
LimaSur-15,-76.950201,-12.184671,7,Cliente LimaSur-15,985521142,"Villa El Salvador, Lima"
LimaSur-16,-76.98223,-12.169891,25,Cliente LimaSur-16,990926342,"Chorrillos, Lima"
LimaSur-17,-76.94659,-12.184862,2,Cliente LimaSur-17,948666339,"Villa El Salvador, Lima"
LimaSur-18,-76.998805,-12.168168,16,Cliente LimaSur-18,975659606,"Chorrillos, Lima"
LimaSur-19,-76.922565,-12.209099,22,Cliente LimaSur-19,948452975,"Villa Maria Del Triunfo, Lima"
LimaSur-20,-76.97892,-12.171453,25,Cliente LimaSur-20,987470494,"Chorrillos, Lima"
LimaSur-21,-76.948062,-12.137524,9,Cliente LimaSur-21,973562983,"Villa Maria Del Triunfo, Lima"
LimaSur-22,-76.927496,-12.198777,14,Cliente LimaSur-22,961607440,"Villa Maria Del Triunfo, Lima"
LimaSur-23,-77.007101,-12.187961,6,Cliente LimaSur-23,914322366,"Chorrillos, Lima"
LimaSur-24,-76.975635,-12.22245,14,Cliente LimaSur-24,939712370,"Villa El Salvador, Lima"
LimaSur-25,-76.951521,-12.230651,25,Cliente LimaSur-25,931847810,"Villa El Salvador, Lima"
LimaCentro-01,-77.013478,-12.136987,13,Cliente LimaCentro-01,999437229,"Barranco, Lima"
LimaCentro-02,-77.070044,-12.080955,15,Cliente LimaCentro-02,941168103,"Pueblo Libre, Lima"
LimaCentro-03,-77.077848,-12.083912,3,Cliente LimaCentro-03,995405267,"Magdalena Del Mar, Lima"
LimaCentro-04,-77.057328,-12.072302,23,Cliente LimaCentro-04,974458140,"Pueblo Libre, Lima"
LimaCentro-05,-77.083418,-12.073608,21,Cliente LimaCentro-05,958207399,"San Miguel, Lima"
LimaCentro-06,-77.010077,-12.074767,18,Cliente LimaCentro-06,963549335,"San Luis, Lima"
LimaCentro-07,-77.019966,-12.129616,3,Cliente LimaCentro-07,922435191,"Miraflores, Lima"
LimaCentro-08,-76.961834,-12.085189,13,Cliente LimaCentro-08,989236191,"Santiago De Surco, Lima"
LimaCentro-09,-77.011445,-12.108363,25,Cliente LimaCentro-09,942994126,"Miraflores, Lima"
LimaCentro-10,-76.998237,-12.062101,11,Cliente LimaCentro-10,952324093,"San Luis, Lima"
LimaCentro-11,-76.998338,-12.082905,7,Cliente LimaCentro-11,999550254,"La Victoria, Lima"
LimaCentro-12,-76.995437,-12.078536,12,Cliente LimaCentro-12,929663953,"San Luis, Lima"
LimaCentro-13,-77.063417,-12.092775,9,Cliente LimaCentro-13,948125757,"Magdalena Del Mar, Lima"
LimaCentro-14,-76.991,-12.072431,19,Cliente LimaCentro-14,995298587,"San Luis, Lima"
LimaCentro-15,-76.992437,-12.101259,14,Cliente LimaCentro-15,993591349,"San Borja, Lima"
LimaCentro-16,-77.06568,-12.095274,11,Cliente LimaCentro-16,979213253,"Magdalena Del Mar, Lima"
LimaCentro-17,-77.08295,-12.094848,18,Cliente LimaCentro-17,964317834,"San Miguel, Lima"
LimaCentro-18,-77.023032,-12.087507,10,Cliente LimaCentro-18,956899156,"Lince, Lima"
LimaCentro-19,-77.067691,-12.074914,25,Cliente LimaCentro-19,926780922,"Pueblo Libre, Lima"
LimaCentro-20,-77.061035,-12.088817,7,Cliente LimaCentro-20,918277197,"Jesus Maria, Lima"
LimaCentro-21,-77.021152,-12.140156,11,Cliente LimaCentro-21,919615502,"Barranco, Lima"
LimaCentro-22,-77.075625,-12.095739,16,Cliente LimaCentro-22,971533869,"Magdalena Del Mar, Lima"
LimaCentro-23,-76.997509,-12.070688,3,Cliente LimaCentro-23,986473291,"San Luis, Lima"
LimaCentro-24,-77.046783,-12.082056,20,Cliente LimaCentro-24,921260978,"Lince, Lima"
LimaCentro-25,-77.034871,-12.089658,19,Cliente LimaCentro-25,984370304,"La Victoria, Lima"
